id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:tree health condition,field:tree canopy symptoms,field:dieback percent,field:percent canopy affected (%),field:number of additional unhealthy trees (of same species) in area (within sight),"field:other factors - are there signs or symptoms of insect, diseases, or other damage?",field:optional - what 'other factors' were observed?,field:optional - tree size,field:optional - access to water,field:optional - estimated time spent to make this observation (# of minutes),field:tree number (from google map) if applicable,field:tree number (from arboreta or other dataset) if applicable,field:optional - signs of sap sucker feeding?,field:notes,field:are baby redcedar trees present within sight?,field:brief tree health description,field:did the tree have any bark discoloration (eg. browning),field:evidence of wood borers or bark beetles?,field:leaf production or drop timing,field:location name - community spaces,field:location type - community spaces,field:most prevalent understory species,field:optional - can we follow up with you?,field:optional - did the tree have heat damage,field:optional - site hydrology,field:optional - site type,field:optional - site/area disturbance level,field:optional - site/location description,field:optional - slope position,field:optional - timing of symptoms estimate,field:optional - were there any other unhealthy plant species on the site?,field:percent of trees (of same species) within sight that are unhealthy,field:plant health condition,field:plant health symptom - rhododendron,field:powdery mildew - percent coverage,field:powdery mildew?,field:relative cone crop,field:sample submitted to laboratory?,field:signs of sooty bark disease?,field:suspected phytophthora infection?,field:tree canopy symptoms - birch,field:tree canopy symptoms - maple,field:tree canopy symptoms - wrc - simplified,field:tree condition,field:tree diameter,field:tree diameter (inches),field:tree equity score,field:tree health issue,field:tree height total (ft),field:tree number,field:urban tree health condition
230369927,a00a89c0-5145-4fca-8ac1-de64712c46da,2024-07-19 12:23:44-07:00,2024-07-19,2024-07-19 19:23:44 UTC,Pacific Time (US & Canada),6452699,giselle153,Giselle Martinez-Jacobo,2024-07-19 21:03:27 UTC,2024-07-19 21:05:34 UTC,casual,,https://www.inaturalist.org/observations/230369927,https://static.inaturalist.org/photos/409038046/medium.jpeg,,"","",0,0,true,3,"Van Doren's Landing Park, Kent, WA, US",47.4050616667,-122.2718366667,3,,,,3,,open,false,,,Kent City Limits,King,Washington,United States,Washington,King,"",Thuja plicata,western redcedar,Plantae,48252,,Thinning Canopy,"","Healthy, no dieback(0%)",0,Not sure,No selection,Small (can wrap hands around trunk),Not sure,"","","",No Selection,"",,,,,,,,,Yes,No selection,No Selection,Urban,"Medium (moderately used trails, etc)",Urban yard or open park grounds,Area is flat (e.g. field),No selection,No selection,"",,,,,,,,,,,,,,,,,,,
230370265,497d77b1-22c5-4405-a132-a34a47aa0fbd,2024-07-19 12:24:19-07:00,2024-07-19,2024-07-19 19:24:19 UTC,Pacific Time (US & Canada),6452699,giselle153,Giselle Martinez-Jacobo,2024-07-19 21:05:35 UTC,2024-07-27 01:18:26 UTC,casual,,https://www.inaturalist.org/observations/230370265,https://static.inaturalist.org/photos/409038320/medium.jpeg,,"","",0,0,true,3,"Van Doren's Landing Park, Kent, WA, US",47.40522,-122.27163,3,,,,3,,open,false,,,Kent City Limits,King,Washington,United States,Washington,King,"",Thuja plicata,western redcedar,Plantae,48252,,Thinning Canopy,"","Healthy, no dieback(0%)",0,Not sure,No selection,Small (can wrap hands around trunk),Not sure,"","","",No,"",,,,,,,,,No Selection,No selection,No Selection,Urban,"Medium (moderately used trails, etc)",Urban yard or open park grounds,Area is flat (e.g. field),No selection,No selection,"",,,,,,,,,,,,,,,,,,,
230411520,430a4830-efe3-46a7-8a6c-0d0bd92d0a9a,2024-07-19 17:38:10-07:00,2024-07-19,2024-07-20 00:38:10 UTC,Pacific Time (US & Canada),8327217,birdiejine,Birdie Jine,2024-07-20 01:36:49 UTC,2024-07-21 04:30:10 UTC,research,,https://www.inaturalist.org/observations/230411520,https://static.inaturalist.org/photos/409122279/medium.jpeg,,"","",1,0,false,3,"Dash Point State Park, Federal Way, WA, US",47.318475,-122.4131916667,5,,,,5,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,"","Healthy, no dieback(0%)",0,Not sure,No selection,No selection,No selection,"","","",No Selection,"",,,,,,,,,No Selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,"",,,,,,,,,,,,,,,,,,,
230414153,66a78d03-89db-402d-9fc7-41fd34b56352,2024-07-19 18:30:57-07:00,2024-07-19,2024-07-20 01:30:57 UTC,Pacific Time (US & Canada),8327217,birdiejine,Birdie Jine,2024-07-20 01:55:48 UTC,2024-07-21 04:36:30 UTC,research,,https://www.inaturalist.org/observations/230414153,https://static.inaturalist.org/photos/409127506/medium.jpeg,,"","",1,0,false,3,"Dash Point State Park, Federal Way, WA, US",47.3186866667,-122.413605,218,,,,218,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,"","Healthy, no dieback(0%)",0,Not sure,No selection,No selection,No selection,"","","",No Selection,"",,,,,,,,,No Selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,"",,,,,,,,,,,,,,,,,,,
230415574,99ffcffc-67ec-4a60-bcab-068f7c5dde68,2024-07-19 18:32:21-07:00,2024-07-19,2024-07-20 01:32:21 UTC,Pacific Time (US & Canada),8327217,birdiejine,Birdie Jine,2024-07-20 02:03:57 UTC,2024-07-21 04:32:40 UTC,research,,https://www.inaturalist.org/observations/230415574,https://static.inaturalist.org/photos/409129705/medium.jpeg,,"","",1,0,false,3,"Dash Point State Park, Federal Way, WA, US",47.3183216667,-122.4135883333,165,,,,165,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,"","Healthy, no dieback(0%)",0,Not sure,No selection,No selection,No selection,"","","",No Selection,"",,,,,,,,,No Selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,"",,,,,,,,,,,,,,,,,,,
230415732,758aff74-3c7b-4acf-9178-a9d3c7f444bf,2024-07-19 18:33:11-07:00,2024-07-19,2024-07-20 01:33:11 UTC,Pacific Time (US & Canada),8327217,birdiejine,Birdie Jine,2024-07-20 02:05:23 UTC,2024-07-21 04:33:34 UTC,research,,https://www.inaturalist.org/observations/230415732,https://static.inaturalist.org/photos/409130073/medium.jpeg,,"","",1,0,false,3,"Dash Point State Park, Federal Way, WA, US",47.318755,-122.4130083333,112,,,,112,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,"","Healthy, no dieback(0%)",0,Not sure,No selection,No selection,No selection,"","","",No Selection,"",,,,,,,,,No Selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,"",,,,,,,,,,,,,,,,,,,
230415773,cc8e7a31-8aed-4e74-bdb1-dc1ef796a9c8,2024-07-19 18:35:21-07:00,2024-07-19,2024-07-20 01:35:21 UTC,Pacific Time (US & Canada),8327217,birdiejine,Birdie Jine,2024-07-20 02:05:53 UTC,2024-07-21 04:34:02 UTC,research,,https://www.inaturalist.org/observations/230415773,https://static.inaturalist.org/photos/409130134/medium.jpeg,,"","",1,0,false,3,"Dash Point State Park, Federal Way, WA, US",47.3192333333,-122.4136116667,132,,,,132,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,"","Healthy, no dieback(0%)",0,Not sure,No selection,No selection,No selection,"","","",No Selection,"",,,,,,,,,No Selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,"",,,,,,,,,,,,,,,,,,,
230575528,3082b92f-e29b-443a-b2e2-137c036c49ff,2024-07-19 18:39:59-07:00,2024-07-19,2024-07-20 01:39:59 UTC,Pacific Time (US & Canada),8327217,birdiejine,Birdie Jine,2024-07-20 19:50:30 UTC,2024-07-21 04:37:28 UTC,research,,https://www.inaturalist.org/observations/230575528,https://static.inaturalist.org/photos/409422947/medium.jpeg,,"","",1,0,false,3,"Dash Point State Park, Federal Way, WA, US",47.3199,-122.414025,5,,,,5,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,"","Healthy, no dieback(0%)",0,Not sure,No selection,No selection,No selection,"","","",No Selection,"",,,,,,,,,No Selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,"",,,,,,,,,,,,,,,,,,,
230586240,a30b2e14-d785-4460-a04d-1c6093348d40,2024-07-20 13:30:11,2024-07-20,2024-07-20 20:30:11 UTC,Pacific Time (US & Canada),8322405,nelsondoesstuff,Nelson,2024-07-20 20:35:45 UTC,2024-08-16 15:36:36 UTC,casual,,https://www.inaturalist.org/observations/230586240,https://static.inaturalist.org/photos/409443602/medium.jpeg,,"","",0,0,true,2,"Northeast Tacoma, Tacoma, WA, USA",47.296673,-122.403109,2,,,,2,,open,false,,"",Tacoma,Pierce,Washington,United States,Washington,Pierce,Western Redcedar,Thuja plicata,western redcedar,Plantae,48252,,Thinning Canopy,80,1-29% of the canopy is unhealthy,0,Not sure,No selection,Small (can wrap hands around trunk),Tree does not typically have access to water in summer,,"","",No,Will be dead this year or next. There were 2 other pine trees dead and dying a few feet away.,,,,,,,,,No Selection,Yes (please include photo),Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,Summit of hill or mountain,No selection,Yes (please identify other species in notes),,,,,,,,,,,,,Poor,,,,,,,
230830560,e3396155-2525-4690-9fa3-8337333ebdab,2024-07-21 12:53:08,2024-07-21,2024-07-21 19:53:08 UTC,Pacific Time (US & Canada),8322405,nelsondoesstuff,Nelson,2024-07-21 19:54:10 UTC,2024-08-16 16:21:51 UTC,casual,,https://www.inaturalist.org/observations/230830560,https://static.inaturalist.org/photos/409896404/medium.jpeg,,"",18 dbh 20 ft,1,0,true,2,"Eastside, Tacoma, WA, USA",47.21031,-122.405051,,,,,,,open,false,,"",Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Thinning Canopy,35,30-59% of the canopy is unhealthy,2-3,No,,Medium (can wrap arms around trunk),Tree does not typically have access to water in summer,,,,,,,,,,,,,,,Yes (please include photo),Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,Area is flat (e.g. field),,,70,,,,,,,,,,,,Good,,,,,,,
230832679,682f2cca-abfa-4e22-92d1-c348da432d7b,2024-07-21 13:01:23,2024-07-21,2024-07-21 20:01:23 UTC,Pacific Time (US & Canada),8322405,nelsondoesstuff,Nelson,2024-07-21 20:03:18 UTC,2024-08-16 16:21:51 UTC,casual,,https://www.inaturalist.org/observations/230832679,https://static.inaturalist.org/photos/409900518/medium.jpeg,,"",8 dbh 10 ft,1,0,true,2,"Eastside, Tacoma, WA, USA",47.210366,-122.405238,,,,,,,open,false,,"",Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Thinning Canopy,70,60-99% of the canopy is unhealthy,2-3,No,,Small (can wrap hands around trunk),Tree does not typically have access to water in summer,,,,,,,,,,,,,,,Yes (please include photo),Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,Area is flat (e.g. field),This is the first time I have seen this tree,Yes (please identify other species in notes),70,,,,,,,,,,,,Poor,,,,,,,
230870949,b3116b32-cab6-4a6e-9372-481db156508a,2024-07-21 16:03:37,2024-07-21,2024-07-21 23:03:37 UTC,Pacific Time (US & Canada),8322405,nelsondoesstuff,Nelson,2024-07-21 23:04:44 UTC,2024-08-16 18:27:18 UTC,casual,,https://www.inaturalist.org/observations/230870949,https://static.inaturalist.org/photos/409974782/medium.jpeg,,"",13 dbh 15 ft,0,0,true,2,"Eastside, Tacoma, WA, USA",47.209464,-122.406338,,,,,,,open,false,,"",Tacoma,Pierce,Washington,United States,Washington,Pierce,Western Redcedar,Thuja plicata,western redcedar,Plantae,48252,,Thinning Canopy,55,60-99% of the canopy is unhealthy,7-10,Not sure,,,,,,,,,,,,,,,,,,Yes (please include photo),,,,,,,,1,,,,,,,,,,,,Poor,,,,,,,
230882068,9e96a573-5654-4424-a8a0-49237d17b5f7,2024-07-21 17:07:47,2024-07-21,2024-07-22 00:07:47 UTC,Pacific Time (US & Canada),8322405,nelsondoesstuff,Nelson,2024-07-22 00:08:34 UTC,2024-08-16 19:02:55 UTC,casual,,https://www.inaturalist.org/observations/230882068,https://static.inaturalist.org/photos/409997776/medium.jpeg,,"",12.5 dbh 15 ft,1,0,true,2,"Eastside, Tacoma, WA, USA",47.208909,-122.406121,,,,,,,open,false,,"",Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Thinning Canopy,80,60-99% of the canopy is unhealthy,1,No,,Small (can wrap hands around trunk),Tree does not typically have access to water in summer,,,,,,,,,,,,,,,Yes (please include photo),Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,Area is flat (e.g. field),,,,,,,,,,,,,,,Poor,,,,,,,
231019033,a6dbdd0c-162b-4663-bff4-b83610cf8950,2024-07-21 15:41:23-07:00,2024-07-21,2024-07-21 22:41:23 UTC,Pacific Time (US & Canada),8327217,birdiejine,Birdie Jine,2024-07-22 16:44:03 UTC,2024-07-29 01:01:12 UTC,research,,https://www.inaturalist.org/observations/231019033,https://static.inaturalist.org/photos/410255302/medium.jpeg,,"","",1,0,false,3,"Rainier Blvd N, Issaquah, WA, US",47.536575,-122.0385445,11,,,,11,,open,false,,,Issaquah City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,"","Healthy, no dieback(0%)",0,Not sure,No selection,No selection,No selection,"","","",Yes,"",,,,,,,,,No Selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,"",,,,,,,,,,,,,,,,,,,
231019221,366b9d4c-57a2-42be-854e-1eae5568b46b,2024-07-21 15:42:34-07:00,2024-07-21,2024-07-21 22:42:34 UTC,Pacific Time (US & Canada),8327217,birdiejine,Birdie Jine,2024-07-22 16:44:42 UTC,2024-07-24 22:14:27 UTC,research,,https://www.inaturalist.org/observations/231019221,https://static.inaturalist.org/photos/410255568/medium.jpeg,,"","",2,0,false,3,"Rainier Blvd N, Issaquah, WA, US",47.5363716667,-122.0384666667,4,,,,4,,open,false,,,Issaquah City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,"","Healthy, no dieback(0%)",0,Not sure,"Animal damage (woodpecker/sapsucker holes, bark peeling)",No selection,No selection,"","","",Yes,"",,,,,,,,,No Selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,"",,,,,,,,,,,,,,,,,,,
231019369,64d79e49-5ac6-403a-bb8a-1872e03e03f5,2024-07-21 15:47:56-07:00,2024-07-21,2024-07-21 22:47:56 UTC,Pacific Time (US & Canada),8327217,birdiejine,Birdie Jine,2024-07-22 16:45:31 UTC,2024-07-24 22:15:22 UTC,research,,https://www.inaturalist.org/observations/231019369,https://static.inaturalist.org/photos/410255919/medium.jpeg,,"","",1,0,false,3,"NW Dogwood St, Issaquah, WA, US",47.5352583333,-122.0419388333,40,,,,40,,open,false,,,Issaquah City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,"","Healthy, no dieback(0%)",0,Not sure,No selection,No selection,No selection,"","","",No Selection,"",,,,,,,,,No Selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,"",,,,,,,,,,,,,,,,,,,
231019667,52ac4da3-ec5c-4252-97a3-3085473087ad,2024-07-21 15:48:31-07:00,2024-07-21,2024-07-21 22:48:31 UTC,Pacific Time (US & Canada),8327217,birdiejine,Birdie Jine,2024-07-22 16:46:34 UTC,2024-07-24 22:14:06 UTC,research,,https://www.inaturalist.org/observations/231019667,https://static.inaturalist.org/photos/410256363/medium.jpeg,,"","",1,0,false,3,"Issaquah, WA, US",47.53555,-122.0403361667,5,,,,5,,open,false,,,Issaquah City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,"","Healthy, no dieback(0%)",0,Not sure,No selection,No selection,No selection,"","","",No Selection,"",,,,,,,,,No Selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,"",,,,,,,,,,,,,,,,,,,
231019905,f2f1098b-b415-4555-8134-3d11280a231d,2024-07-21 15:51:20-07:00,2024-07-21,2024-07-21 22:51:20 UTC,Pacific Time (US & Canada),8327217,birdiejine,Birdie Jine,2024-07-22 16:47:55 UTC,2024-07-24 22:14:25 UTC,research,,https://www.inaturalist.org/observations/231019905,https://static.inaturalist.org/photos/410256828/medium.jpeg,,"","",1,0,false,3,"Third Ct NW, Issaquah, WA, US",47.5355716667,-122.0412971667,5,,,,5,,open,false,,,Issaquah City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,"","Healthy, no dieback(0%)",0,Not sure,No selection,No selection,No selection,"","","",No Selection,"",,,,,,,,,No Selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,"",,,,,,,,,,,,,,,,,,,
231019972,89f7a69a-1d9b-4497-9768-c8a1a6d9ed98,2024-07-21 15:51:41-07:00,2024-07-21,2024-07-21 22:51:41 UTC,Pacific Time (US & Canada),8327217,birdiejine,Birdie Jine,2024-07-22 16:48:25 UTC,2024-07-24 22:13:38 UTC,research,,https://www.inaturalist.org/observations/231019972,https://static.inaturalist.org/photos/410257002/medium.jpeg,,"","",3,0,false,3,"Third Ct NW, Issaquah, WA, US",47.5356116667,-122.0414583333,5,,,,5,,open,false,,,Issaquah City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,"","Healthy, no dieback(0%)",0,Not sure,No selection,No selection,No selection,"","","",No Selection,"",,,,,,,,,No Selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,"",,,,,,,,,,,,,,,,,,,
231647653,5c6e1f1a-b221-4ce6-b7b3-3e9cc296c55e,2024-07-24 13:42:00-07:00,2024-07-24,2024-07-24 20:42:00 UTC,Pacific Time (US & Canada),8324493,blakelysmith,,2024-07-25 16:42:06 UTC,2024-07-25 18:40:23 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/231647653,https://inaturalist-open-data.s3.amazonaws.com/photos/411451872/medium.jpeg,,"","",2,0,true,3,"Sheridan Rd, Bremerton, WA, US",47.5880366667,-122.6434783333,4,,,,4,,open,false,,,,Kitsap,Washington,United States,Washington,Kitsap,"Cypresses, Cedars, Junipers, and Allies",Cupressoideae,"Cypresses, Cedars, Junipers, and Allies",Plantae,1150915,,Other (please describe in Notes),5,1-29% of the canopy is unhealthy,0,Not sure,No selection,Large (too big to wrap arms around trunk),No selection,"",Brem 36,"",No Selection,"",,,,,,,,,Yes,Maybe,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,"",,,,,,,,,,,,,,,,,,,
231648301,43a5880c-a2bb-46b8-80e0-5331da116781,2024-07-24 13:40:34-07:00,2024-07-24,2024-07-24 20:40:34 UTC,Pacific Time (US & Canada),8324493,blakelysmith,,2024-07-25 16:44:41 UTC,2024-08-01 21:01:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/231648301,https://inaturalist-open-data.s3.amazonaws.com/photos/411452861/medium.jpeg,,"","",1,0,false,3,"Sheridan Rd, Bremerton, WA, US",47.5882533333,-122.6434633333,4,,,,4,,open,false,,,,Kitsap,Washington,United States,Washington,Kitsap,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Other (please describe in Notes),"",1-29% of the canopy is unhealthy,0,Not sure,No selection,No selection,No selection,"",Brem 36,"",No Selection,"Dieback, thinning canopy, dead limbs",,,,,,,,,No Selection,Maybe,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,"",,,,,,,,,,,,,,,,,,,
231648970,d887dd16-6282-4900-9b7e-139db7ef7435,2024-07-24 12:54:23-07:00,2024-07-24,2024-07-24 19:54:23 UTC,Pacific Time (US & Canada),8324493,blakelysmith,,2024-07-25 16:47:04 UTC,2024-07-25 18:39:07 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/231648970,https://inaturalist-open-data.s3.amazonaws.com/photos/411454906/medium.jpeg,,"","",2,0,true,3,"Sheridan Rd, Bremerton, WA, US",47.587925,-122.6437916667,4,,,,4,,open,false,,,,Kitsap,Washington,United States,Washington,Kitsap,"Cypresses, Cedars, Junipers, and Allies",Cupressoideae,"Cypresses, Cedars, Junipers, and Allies",Plantae,1150915,,Other (please describe in Notes),"",1-29% of the canopy is unhealthy,0,Not sure,No selection,No selection,No selection,"",Brem 34,"",No Selection,"Thinning canopy, branch dieback",,,,,,,,,No Selection,Maybe,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,"",,,,,,,,,,,,,,,,,,,
231649960,2e8d7ae6-8f04-47af-9bb5-b3709488d5ce,2024-07-24 13:50:19-07:00,2024-07-24,2024-07-24 20:50:19 UTC,Pacific Time (US & Canada),8324493,blakelysmith,,2024-07-25 16:52:02 UTC,2024-08-07 19:07:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/231649960,https://inaturalist-open-data.s3.amazonaws.com/photos/411455800/medium.jpeg,,"","",1,0,false,3,"Lebo Blvd, Bremerton, WA, US",47.5860366667,-122.64425,3,,,,3,,open,false,,,,Kitsap,Washington,United States,Washington,Kitsap,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Other (please describe in Notes),"",30-59% of the canopy is unhealthy,0,Not sure,No selection,No selection,No selection,"",Brem 34,"",No Selection,"Dead top, thinning branches, browning pines",,,,,,,,,Yes,Maybe,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,"",,,,,,,,,,,,,,,,,,,
231942054,0f8128b4-284d-4879-ae74-f4e22d294e97,2024-07-19 12:24:42-07:00,2024-07-19,2024-07-19 19:24:42 UTC,Pacific Time (US & Canada),6452699,giselle153,Giselle Martinez-Jacobo,2024-07-27 01:21:58 UTC,2024-07-28 23:18:26 UTC,casual,,https://www.inaturalist.org/observations/231942054,https://static.inaturalist.org/photos/412010891/medium.jpeg,,"","",1,0,true,3,"Van Doren's Landing Park, Kent, WA, US",47.4052666667,-122.271645,4,,,,4,,open,false,,,Kent City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Thinning Canopy,"","Healthy, no dieback(0%)",0,Not sure,No selection,Small (can wrap hands around trunk),Not sure,"","","",No,"",,,,,,,,,No Selection,No selection,No Selection,Urban,"Medium (moderately used trails, etc)",Urban yard or open park grounds,Area is flat (e.g. field),No selection,No selection,"",,,,,,,,,,,,,,,,,,,
231942135,b348c99d-15f3-4bec-b549-c32ab4d543b9,2024-07-26 17:01:46-07:00,2024-07-26,2024-07-27 00:01:46 UTC,Pacific Time (US & Canada),6452699,giselle153,Giselle Martinez-Jacobo,2024-07-27 01:22:38 UTC,2024-07-28 23:18:20 UTC,research,,https://www.inaturalist.org/observations/231942135,https://static.inaturalist.org/photos/412011079/medium.jpeg,,"","",1,0,false,3,"West Fenwick Park, Kent, WA, US",47.3718133333,-122.283805,3,,,,3,,open,false,,,Kent City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,"","Healthy, no dieback(0%)",0,Not sure,No selection,Very small (can wrap a single hand around stem),Not sure,"","","",No,"",,,,,,,,,No Selection,No selection,No Selection,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,Summit of hill or mountain,This is the first time I have seen this tree,No,"",,,,,,,,,,,,,,,,,,,
232946824,5910c80a-e00e-491a-bbb0-a3a06b8e80fa,2024-07-31 11:30:45-07:00,2024-07-31,2024-07-31 18:30:45 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2024-07-31 18:37:45 UTC,2025-08-19 19:32:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/232946824,https://inaturalist-open-data.s3.amazonaws.com/photos/413981234/medium.jpeg,,"","",1,0,false,3,"Point Defiance Park, Tacoma, WA, US",47.3050321036,-122.5176688441,4,,,,4,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Good,Healthy,0,"Healthy, no dieback(0%)",,,No selection,Large (too big to wrap arms around trunk),,,,,,,No,,,,,,,"None, mulched area",,,,,,,,,,,,,,,,,,,,,Healthy,,41.4,,,,,401,
232990742,8d7aeda2-f448-4331-b5fe-4c90adb560d8,2024-07-31 11:50:08-07:00,2024-07-31,2024-07-31 18:50:08 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2024-07-31 23:05:04 UTC,2025-08-20 00:03:12 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/232990742,https://inaturalist-open-data.s3.amazonaws.com/photos/414008610/medium.jpeg,,"",Tree receives water in summer from grass irrigation,1,0,true,3,"Pierce County, US-WA, US",47.3046731763,-122.5163898804,9,,,,9,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Fair,Old Dead Top (needles already gone),5,1-29% of the canopy is unhealthy,0,"Yes (please elaborate in Notes, add Picture if possible)","Insect damage on trunk (holes, frass, galleries, etc.)",Large (too big to wrap arms around trunk),,,,,,,No,,,,,,,Grass,,,,,,,,,,,,,,,,,,,,,Dead Top,,54.5,,,,,402,
233571384,d1c527b1-e4e6-469c-87e7-7a44816b6b21,2024-08-03 12:56:58-07:00,2024-08-03,2024-08-03 19:56:58 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2024-08-03 20:55:35 UTC,2025-08-19 19:35:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/233571384,https://inaturalist-open-data.s3.amazonaws.com/photos/415108952/medium.jpeg,,"","",1,0,false,3,"Pierce County, US-WA, US",47.3042873203,-122.5170258955,4,,,,4,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Good,Healthy,0,"Healthy, no dieback(0%)",,"Yes (please elaborate in Notes, add Picture if possible)","Animal damage (woodpecker/sapsucker holes, bark peeling)",Large (too big to wrap arms around trunk),,,,,Yes,,No,,,,,,,Grass,,,,,,,,,,,,,,,,,,,,,Healthy,,43.5,,,,,301,
234382521,ca6ffc87-63df-4c5e-aabb-63eb7dfd09d7,2024-08-02 17:45:34-07:00,2024-08-02,2024-08-03 00:45:34 UTC,Pacific Time (US & Canada),8327217,birdiejine,Birdie Jine,2024-08-07 18:52:27 UTC,2024-09-03 03:32:59 UTC,research,,https://www.inaturalist.org/observations/234382521,https://static.inaturalist.org/photos/416661716/medium.jpeg,,"","",1,0,false,3,"Discovery Park, Seattle, WA, US",47.6624633333,-122.4162916667,5,,,,5,,open,false,,,,King,Washington,United States,Washington,King,Western Redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,"","Healthy, no dieback(0%)",0,Not sure,No selection,No selection,No selection,"","","",No,"",,,,,,,,,No Selection,No,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,"",,,,,,,,,,,,,,,,,,,
